,model_name,image_1,image_2,cosine_similarity,numerosity_1,numerosity_2,area_diff,numerosity_comparison_type,layer
199,clip-vit-large-patch14,stimulus_51.png,stimulus_171.png,0.9327226,1.0,1.0,6.0,same,24
200,clip-vit-large-patch14,stimulus_755.png,stimulus_767.png,1.0,1.0,1.0,12.0,same,0
201,clip-vit-large-patch14,stimulus_755.png,stimulus_767.png,0.9999587,1.0,1.0,12.0,same,1
202,clip-vit-large-patch14,stimulus_755.png,stimulus_767.png,0.9997035,1.0,1.0,12.0,same,2
203,clip-vit-large-patch14,stimulus_755.png,stimulus_767.png,0.9997493,1.0,1.0,12.0,same,3
204,clip-vit-large-patch14,stimulus_755.png,stimulus_767.png,0.99971116,1.0,1.0,12.0,same,4
205,clip-vit-large-patch14,stimulus_755.png,stimulus_767.png,0.99893194,1.0,1.0,12.0,same,5
206,clip-vit-large-patch14,stimulus_755.png,stimulus_767.png,0.99844086,1.0,1.0,12.0,same,6
207,clip-vit-large-patch14,stimulus_755.png,stimulus_767.png,0.9976682,1.0,1.0,12.0,same,7
208,clip-vit-large-patch14,stimulus_755.png,stimulus_767.png,0.9972651,1.0,1.0,12.0,same,8
209,clip-vit-large-patch14,stimulus_755.png,stimulus_767.png,0.9960204,1.0,1.0,12.0,same,9
210,clip-vit-large-patch14,stimulus_755.png,stimulus_767.png,0.9940326,1.0,1.0,12.0,same,10
211,clip-vit-large-patch14,stimulus_755.png,stimulus_767.png,0.99216366,1.0,1.0,12.0,same,11
212,clip-vit-large-patch14,stimulus_755.png,stimulus_767.png,0.9873359,1.0,1.0,12.0,same,12
213,clip-vit-large-patch14,stimulus_755.png,stimulus_767.png,0.9833734,1.0,1.0,12.0,same,13
214,clip-vit-large-patch14,stimulus_755.png,stimulus_767.png,0.97311467,1.0,1.0,12.0,same,14
215,clip-vit-large-patch14,stimulus_755.png,stimulus_767.png,0.9584467,1.0,1.0,12.0,same,15
216,clip-vit-large-patch14,stimulus_755.png,stimulus_767.png,0.94539255,1.0,1.0,12.0,same,16
217,clip-vit-large-patch14,stimulus_755.png,stimulus_767.png,0.9496832,1.0,1.0,12.0,same,17
218,clip-vit-large-patch14,stimulus_755.png,stimulus_767.png,0.94342166,1.0,1.0,12.0,same,18
219,clip-vit-large-patch14,stimulus_755.png,stimulus_767.png,0.94023025,1.0,1.0,12.0,same,19
220,clip-vit-large-patch14,stimulus_755.png,stimulus_767.png,0.94394535,1.0,1.0,12.0,same,20
221,clip-vit-large-patch14,stimulus_755.png,stimulus_767.png,0.9383518,1.0,1.0,12.0,same,21
222,clip-vit-large-patch14,stimulus_755.png,stimulus_767.png,0.9368724,1.0,1.0,12.0,same,22
223,clip-vit-large-patch14,stimulus_755.png,stimulus_767.png,0.95041287,1.0,1.0,12.0,same,23
224,clip-vit-large-patch14,stimulus_755.png,stimulus_767.png,0.93176943,1.0,1.0,12.0,same,24
225,clip-vit-large-patch14,stimulus_181.png,stimulus_1125.png,1.0,1.0,1.0,152.0,same,0
226,clip-vit-large-patch14,stimulus_181.png,stimulus_1125.png,0.9993964,1.0,1.0,152.0,same,1
227,clip-vit-large-patch14,stimulus_181.png,stimulus_1125.png,0.9988103,1.0,1.0,152.0,same,2
228,clip-vit-large-patch14,stimulus_181.png,stimulus_1125.png,0.99888504,1.0,1.0,152.0,same,3
229,clip-vit-large-patch14,stimulus_181.png,stimulus_1125.png,0.9989939,1.0,1.0,152.0,same,4
230,clip-vit-large-patch14,stimulus_181.png,stimulus_1125.png,0.9980952,1.0,1.0,152.0,same,5
231,clip-vit-large-patch14,stimulus_181.png,stimulus_1125.png,0.99717253,1.0,1.0,152.0,same,6
232,clip-vit-large-patch14,stimulus_181.png,stimulus_1125.png,0.99607164,1.0,1.0,152.0,same,7
233,clip-vit-large-patch14,stimulus_181.png,stimulus_1125.png,0.99528134,1.0,1.0,152.0,same,8
234,clip-vit-large-patch14,stimulus_181.png,stimulus_1125.png,0.99326795,1.0,1.0,152.0,same,9
235,clip-vit-large-patch14,stimulus_181.png,stimulus_1125.png,0.99001217,1.0,1.0,152.0,same,10
236,clip-vit-large-patch14,stimulus_181.png,stimulus_1125.png,0.98572695,1.0,1.0,152.0,same,11
237,clip-vit-large-patch14,stimulus_181.png,stimulus_1125.png,0.97539556,1.0,1.0,152.0,same,12
238,clip-vit-large-patch14,stimulus_181.png,stimulus_1125.png,0.97106415,1.0,1.0,152.0,same,13
239,clip-vit-large-patch14,stimulus_181.png,stimulus_1125.png,0.96422577,1.0,1.0,152.0,same,14
240,clip-vit-large-patch14,stimulus_181.png,stimulus_1125.png,0.95875156,1.0,1.0,152.0,same,15
241,clip-vit-large-patch14,stimulus_181.png,stimulus_1125.png,0.9503652,1.0,1.0,152.0,same,16
242,clip-vit-large-patch14,stimulus_181.png,stimulus_1125.png,0.9554105,1.0,1.0,152.0,same,17
243,clip-vit-large-patch14,stimulus_181.png,stimulus_1125.png,0.9519675,1.0,1.0,152.0,same,18
244,clip-vit-large-patch14,stimulus_181.png,stimulus_1125.png,0.9500655,1.0,1.0,152.0,same,19
245,clip-vit-large-patch14,stimulus_181.png,stimulus_1125.png,0.95356977,1.0,1.0,152.0,same,20
246,clip-vit-large-patch14,stimulus_181.png,stimulus_1125.png,0.94899076,1.0,1.0,152.0,same,21
247,clip-vit-large-patch14,stimulus_181.png,stimulus_1125.png,0.9443718,1.0,1.0,152.0,same,22
248,clip-vit-large-patch14,stimulus_181.png,stimulus_1125.png,0.9587556,1.0,1.0,152.0,same,23
249,clip-vit-large-patch14,stimulus_181.png,stimulus_1125.png,0.9516446,1.0,1.0,152.0,same,24
250,clip-vit-large-patch14,stimulus_2546.png,stimulus_3124.png,1.0,2.0,2.0,91.0,same,0
251,clip-vit-large-patch14,stimulus_2546.png,stimulus_3124.png,0.99982667,2.0,2.0,91.0,same,1
